id,fecha_publicacion,precio_cop,area_m2,habitaciones,banos,barrio,direccion,ciudad,lat,lon,tipo_propiedad
315503,2024-12-21,237282000,137,1,1,Ciudad  Jardín,Carrera 51 #85-18,Santiago de Cali,3.411581,-76.552098,Casa
666267,2024-12-21,1019684000,82,1,5,Granada,Avenida 37 #18-18,Cali,3.384632,-76.465862,Apartaestudio
609078,2024-12-21,348204000,142,4,1,La Flora,Transversal 47 #61-36,Cali,3.458054,-76.491922,Apartaestudio
197429,2024-12-22,433338000,72,2,4,  Tequendama ,Calle 49 #93-58,Cali,3.40121,-76.486995,Apartamento
256178,2024-12-22,328525000,65,4,1,Centenario,Avenida 61 #23-36,Cali,3.414864,-76.56371,Casa
220295,2024-12-22,205850000,92,2,1,San Antonio,Calle 6 #74-30,Santiago de Cali,3.395816,-76.535138,Casa
766848,2024-12-22,823015000,111,2,3,Centenario,Avenida 9 #18-60,Santiago de Cali,3.410349,-76.499929,Casa
581143,2024-12-23,280005000,101,2,4,Ciudad  Jardín,Calle 65 #105-60,Santiago de Cali,3.383517,-76.561898,Apartamento
222741,2024-12-23,131965000,77,4,4,San Bosco,"",  Cali ,3.451208,-76.513358,  Apartamento 
818278,2024-12-23,448313000,84,2,1,San Cayetano,Transversal 98 #91-51,Cali,3.435866,-76.528783,Casa
438405,2024-12-24,265234000,152,2,4,Pance,Transversal 101 #35-3,Cali,3.477909,-76.513106,Apartamento
790702,2024-12-24,590095000,94,1,,San Cayetano,,Santiago de Cali,3.449828,-76.549354,Apartamento
509434,2024-12-24,768030000,105,2,3,Ciudad  Jardín,Carrera 84 #96-10,Cali,3.466732,-76.45717,Apartamento
199319,2024-12-25,290191000,67,1,1,  San Cayetano ,Calle 113 #64-24,Cali,3.390015,-76.547573,Apartaestudio
502349,2024-12-25,812560000,121,2,1,San  Antonio,Carrera 112 #20-18,Cali,3.422371,-76.564012,  Apartamento 
243903,2024-12-25,128042000,95,3,3,El Ingenio,Calle 28 #64-23,Cali,3.395857,-76.567606,Casa
513738,2024-12-25,378681000,124,3,1,  Santa Mónica ,Calle 67 #37-2,Cali,3.404616,-76.538517,Casa
962034,2024-12-25,222598000,171,2,1,La Flora,Avenida 96 #61-27,"",3.393624,-76.544775,Apartaestudio
953700,2024-12-26,244867000,42,,1,San Antonio,  Avenida 21 #21-25 ,Cali,3.396769,-76.48884,Apartaestudio
899383,2024-12-26,448737000,70,3,1,  San Antonio ,Calle 110 #56-12,Cali,3.440421,-76.496938,Casa
170139,2024-12-26,254971000,121,2,5,San Cayetano,Avenida 107 #2-18,  Cali ,3.45403,-76.519237,  Casa 
854346,2024-12-26,391794000,42,2,1,San  Antonio,Calle 102 #72-40,Cali,3.382203,-76.485299,Casa
841936,2024-12-26,196595000,118,5,1,Pance,Calle 67 #50-32,Cali,3.39723,-76.456072,Apartamento
608507,2024-12-26,179909000,122,2,1,Granada,  Avenida 22 #43-19 ,Cali,3.42685,-76.515927,Casa
922151,2024-12-26,,98,1,2,San Bosco,Transversal 54 #22-38,Cali,3.451064,-76.517775,  Casa 
608507,2024-12-26,179909000,122,2,1,Granada,  Avenida 22 #43-19 ,Cali,3.42685,-76.515927,Casa
815710,2024-12-27,314384000,269,1,5,San Judas,Transversal 61 #89-57,Santiago de Cali,3.48495,-76.528542,Casa
536753,2024-12-27,345454000,83,4,4,  Ciudad  Jardín ,"",Cali,3.480725,-76.546342,Apartaestudio
855538,2024-12-27,448501000,77,4,4,San Cayetano,Carrera 12 #98-59,Cali,3.431312,-76.539409,Apartamento
453910,2024-12-27,268642000,123,2,1,Granada,Transversal 104 #49-13,Cali,3.420998,-76.526868,Apartaestudio
662303,2024-12-27,157463000,55,2,1,San  Antonio,Transversal 26 #37-50,Cali,3.438269,-76.459419,Casa
447550,2024-12-28,351632000,80,1,2,La Flora,Calle 36 #13-52,Cali,3.48778,-76.556387,  Apartamento 
550601,2024-12-29,485321000,96,4,1,San Bosco,Carrera 12 #46-51,  Cali ,3.395077,-76.537125,  Apartaestudio 
710857,2024-12-30,720229000,57,2,4,San Fernando,Calle 18 #62-45,Cali,3.410999,-76.522347,Apartamento
300655,2024-12-31,251755000,174,1,3,Granada,Transversal 15 #8-11,Santiago de Cali,3.390432,-76.532511,Apartamento
118032,2024-12-31,,128,4,4,San Cayetano,Calle 120 #73-43,Santiago de Cali,3.488345,-76.494331,Casa
316953,2024-12-31,663530000,72,3,,Centenario,Transversal 6 #55-29,Cali,3.412752,-76.541002,Casa
752658,2024-12-31,257918000,98,3,3,San  Antonio,Avenida 69 #62-33,Cali,3.440284,-76.501428,Casa
663479,2024-12-31,435318000,95,3,1,San Antonio,  Avenida 40 #88-36 ,  Cali ,3.426286,-76.502534,Apartamento
546753,2024-12-31,217144000,75,5,1,San  Antonio,  Carrera 5 #6-21 ,Cali,3.443958,-76.486667,Apartamento
740551,2025-01-01,279611000,72,1,2,San Antonio,"",Cali,3.41893,-76.565539,Casa
609041,2025-01-01,339530000,89,2,4,Ciudad  Jardín,  Calle 18 #115-2 ,Cali,3.419864,-76.517744,  Apartamento 
286694,2025-01-01,358899000,54,1,1,San Bosco,Carrera 87 #88-53,Cali,3.382514,-76.547877,
749971,2025-01-01,353691000,40,1,2,"",  Transversal 41 #67-60 ,Cali,3.41647,-76.456858,Apartamento
785630,2025-01-01,307993000,67,2,3,San Fernando,Transversal 4 #57-51,Cali,3.399035,-76.465978,Apartamento
380639,2025-01-01,,65,6,1,Pance,Transversal 86 #60-40,Cali,3.468148,-76.46171,  Apartamento 
406761,2025-01-02,256718000,52,5,3,Ciudad  Jardín,  Avenida 78 #41-21 ,Cali,3.416611,-76.555021,Apartamento
636011,2025-01-02,372480000,77,3,1,Ciudad  Jardín,Avenida 98 #103-58,Cali,3.425678,-76.528236,Apartamento
389818,2025-01-02,359076000,58,2,2,  Tequendama ,Transversal 89 #95-54,Cali,3.444412,-76.477076,Apartaestudio
948510,2025-01-02,336827000,103,4,1,El Refugio,  Calle 114 #101-35 ,Cali,3.409093,-76.510018,Casa
722907,2025-01-02,1269114000,30,1,1,  Tequendama ,Calle 11 #10-23,Cali,3.428026,-76.530218,  Apartamento 
291462,2025-01-03,261554000,117,5,2,San Judas,  Avenida 18 #76-35 ,Cali,3.474361,-76.452874,Apartamento
872556,2025-01-03,797607000,102,6,1,Ciudad  Jardín,Transversal 65 #16-51,  Cali ,3.440221,-76.475976,Apartaestudio
300380,2025-01-03,381572000,127,6,1,Tequendama,Carrera 79 #9-53,Cali,3.396345,-76.524695,Apartamento
188814,2025-01-03,1052739000,57,2,,Pance,Calle 54 #101-28,Cali,3.458286,-76.532801,Casa
250433,2025-01-03,646365000,54,2,1,  Centenario ,Avenida 39 #76-51,Cali,3.409727,-76.513789,Apartamento
665126,2025-01-04,663688000,58,1,4,  Tequendama ,Avenida 40 #52-57,Cali,3.406095,-76.494419,Apartamento
336255,2025-01-04,528348000,87,3,1,San Antonio,Carrera 89 #82-12,Cali,3.46023,-76.55698,Casa
534339,2025-01-04,205855000,82,2,,San  Antonio,  Calle 21 #6-3 ,Cali,3.442517,-76.550097,Casa
399976,2025-01-04,320894000,69,3,4,Tequendama,Transversal 115 #85-38,  Cali ,3.421343,-76.542317,Apartamento
745435,2025-01-04,344473000,52,3,3,La Flora,Transversal 73 #20-42,Cali,3.441063,-76.497236,Casa
724607,2025-01-05,384708000,56,4,1,El Refugio,Carrera 68 #45-56,Santiago de Cali,3.404758,-76.47684,Casa
420372,2025-01-05,471038000,93,3,4,San Judas,  Transversal 5 #7-54 ,Cali,3.385248,-76.55612,Casa
479571,2025-01-05,378035000,58,4,1,San Bosco,Calle 16 #107-48,Cali,3.472932,-76.524545,Apartaestudio
366062,2025-01-05,162912000,150,2,1,Tequendama,Transversal 85 #112-43,Santiago de Cali,3.402451,-76.523116,Apartamento
242115,2025-01-05,508241000,75,2,2,San Fernando,Transversal 58 #97-29,Cali,3.463306,-76.552198,
405790,2025-01-05,215692000,94,1,1,San Bosco,Calle 36 #71-27,Cali,3.455307,-76.499197,Casa
192152,2025-01-06,160389000,108,3,1,Centenario,Transversal 51 #114-19,Cali,3.419386,-76.469446,Apartaestudio
125075,2025-01-06,375275000,64,3,1,Pance,Avenida 25 #71-8,Cali,3.464621,-76.495845,Apartamento
382058,2025-01-06,353498000,110,2,3,San Judas,Transversal 76 #52-15,Cali,3.460712,-76.454605,Apartamento
947830,2025-01-07,350086000,67,4,3,Ciudad  Jardín,"",  Cali ,3.470423,-76.464645,
818436,2025-01-07,371618000,49,2,4,La Flora,Avenida 105 #83-12,Cali,3.413126,-76.450309,Apartaestudio
344565,2025-01-07,214443000,74,4,,Granada,  Avenida 40 #90-32 ,Cali,3.487158,-76.559662,Casa
192945,2025-01-08,266681000,50,4,2,El Ingenio,Transversal 109 #80-21,Santiago de Cali,3.473551,-76.507128,  Apartaestudio 
972951,2025-01-08,,123,4,,Pance,Calle 14 #64-35,Cali,3.44989,-76.51748,Casa
603078,2025-01-09,529721000,,3,2,Centenario,Calle 62 #26-51,Cali,3.451268,-76.569271,Casa
567706,2025-01-09,99131000,67,3,1,Napoles,Avenida 91 #63-42,Cali,3.396647,-76.492945,Casa
534036,2025-01-09,416498000,62,2,1,El Refugio,Transversal 12 #4-58,  Cali ,3.451877,-76.538963,""
171583,2025-01-09,175760000,72,"",2,San Antonio,Carrera 38 #15-34,Cali,3.430516,-76.48202,Apartamento
478184,2025-01-09,422332000,95,1,2,San  Antonio,Calle 48 #11-4,Cali,3.436179,-76.555814,  Apartamento 
478184,2025-01-09,422332000,95,1,2,San  Antonio,Calle 48 #11-4,Cali,3.436179,-76.555814,  Apartamento 
580403,2025-01-10,628920000,221,5,1,El Refugio,  Carrera 60 #63-50 ,Cali,3.488264,-76.4679,Apartaestudio
181019,2025-01-10,448565000,78,2,1,San Antonio,Avenida 2 #89-27,Santiago de Cali,3.45137,-76.513361,Casa
587221,2025-01-10,241117000,110,2,2,,Carrera 2 #41-39,  Cali ,3.483954,-76.569352,Casa
716509,2025-01-10,209012000,124,2,1,San Antonio,Calle 8 #51-25,Cali,3.478089,-76.568327,Casa
205004,2025-01-10,139238000,129,1,5,Granada,Carrera 64 #44-42,Santiago de Cali,3.395164,-76.544023,Apartaestudio
267100,2025-01-10,215482000,238,6,1,Napoles,Avenida 102 #72-22,Cali,3.406874,-76.481169,Apartamento
402519,2025-01-10,298577000,,5,2,  Santa Mónica ,Transversal 116 #104-21,Cali,3.419282,-76.464378,Apartaestudio
978425,2025-01-10,1114012000,117,1,2,Ciudad  Jardín,Calle 78 #54-15,Santiago de Cali,3.465007,-76.490419,Casa
542805,2025-01-11,352980000,29,3,1,El Ingenio,Avenida 59 #83-4,  Cali ,3.469659,-76.569576,Apartamento
299200,2025-01-11,310447000,97,4,1,San Antonio,Carrera 78 #56-27,Santiago de Cali,3.452558,-76.550538,Casa
180009,2025-01-11,453677000,78,1,4,Tequendama,Transversal 58 #57-39,Cali,3.433048,-76.554877,Casa
174870,2025-01-11,288172000,73,2,2,San  Antonio,Transversal 40 #94-60,Cali,3.425351,-76.462502,Apartamento
243109,2025-01-12,277419000,121,2,1,  La Flora ,Calle 79 #98-48,  Cali ,3.480451,-76.48095,Casa
384106,2025-01-12,560064000,77,4,1,Granada,Carrera 119 #100-26,Cali,3.422703,-76.561086,  Casa 
826316,2025-01-12,185527000,113,1,3,Tequendama,Calle 59 #118-51,Cali,3.384111,-76.546394,  Apartaestudio 
907417,2025-01-12,,40,4,2,  Napoles ,Carrera 18 #8-22,Cali,3.452926,-76.484887,  Casa 
493026,2025-01-13,359940000,60,4,4,Granada,Carrera 37 #36-58,Cali,3.429478,-76.503917,Apartaestudio
256912,2025-01-14,581036000,57,3,2,El Refugio,Carrera 33 #87-31,Santiago de Cali,3.428924,-76.561042,Casa
635329,2025-01-14,301346000,79,4,2,Tequendama,Calle 97 #32-14,Cali,3.417223,-76.483318,  Casa 
822722,2025-01-15,587103000,46,1,1,San Fernando,Transversal 17 #118-8,Cali,3.448832,-76.558087,Apartamento
796579,2025-01-15,201497000,88,2,"",Santa Mónica,Calle 91 #37-56,Cali,3.387879,-76.478527,Casa
426405,2025-01-15,280030000,48,3,1,Pance,Transversal 101 #16-60,Cali,3.425931,-76.56304,Apartaestudio
888939,2025-01-16,541304000,106,6,1,La Flora,Calle 98 #105-50,  Cali ,3.471473,-76.502181,Apartamento
779404,2025-01-16,328489000,63,3,1,San Bosco,  Avenida 95 #5-37 ,Cali,3.410365,-76.495373,Apartamento
819322,2025-01-16,,101,6,1,Tequendama,Calle 19 #54-23,  Cali ,3.408062,-76.451412,Casa
871905,2025-01-16,560289000,93,2,1,San Fernando,Calle 49 #107-3,Cali,3.394452,-76.510191,  Apartaestudio 
615948,2025-01-17,585115000,77,4,1,San Fernando,Calle 98 #105-30,Cali,3.442632,-76.455893,Apartamento
886230,2025-01-17,143843000,156,3,3,Napoles,Transversal 118 #83-32,Cali,3.449385,-76.522953,Apartamento
716969,2025-01-17,345634000,99,,4,San Bosco,Avenida 111 #89-16,Cali,3.409908,-76.502211,Casa
191473,2025-01-17,174401000,105,4,2,  El Ingenio ,Carrera 33 #11-31,Cali,3.44585,-76.493384,""
598438,2025-01-18,610022000,42,1,2,Santa Mónica,,Cali,3.418698,-76.539205,Apartaestudio
680081,2025-01-18,280996000,113,4,4,Granada,"",Santiago de Cali,3.395652,-76.522806,Apartaestudio
130729,2025-01-18,321989000,92,4,2,  San Cayetano ,Avenida 81 #71-8,Cali,3.475311,-76.561963,Apartamento
194325,2025-01-18,223730000,100,2,3,La Flora,Calle 32 #24-57,Cali,3.402219,-76.468911,Apartamento
652746,2025-01-18,269533000,195,3,2,San Bosco,Avenida 56 #19-36,Cali,3.440279,-76.558969,Casa
342631,2025-01-18,266723000,96,1,2,San Cayetano,Avenida 62 #91-43,Cali,3.381348,-76.495513,Casa
935572,2025-01-18,204699000,79,4,3,El Refugio,Avenida 8 #31-2,Cali,3.38694,-76.516899,Casa
545924,2025-01-19,"",48,4,1,Napoles,Carrera 79 #41-47,Cali,3.460634,-76.536571,Casa
437433,2025-01-20,278570000,87,1,1,Centenario,Transversal 104 #45-24,Cali,3.404213,-76.480469,Casa
941235,2025-01-20,757316000,70,4,1,  Santa Mónica ,  Avenida 92 #88-24 ,Cali,3.486594,-76.558658,Casa
607198,2025-01-20,172045000,155,4,2,San Cayetano,Carrera 73 #37-50,Cali,3.427183,-76.536063,Casa
365206,2025-01-20,369619000,175,6,1,  San Judas ,Avenida 104 #108-22,Cali,3.470896,-76.529618,Apartamento
405994,2025-01-20,560285000,66,2,1,San Judas,Carrera 106 #64-20,Cali,3.43789,-76.514101,""
437433,2025-01-20,278570000,87,1,1,Centenario,Transversal 104 #45-24,Cali,3.404213,-76.480469,Casa
599435,2025-01-21,711340000,57,2,4,El Ingenio,Carrera 17 #21-45,"",3.392221,-76.566164,Apartaestudio
351199,2025-01-21,300701000,95,2,1,San Bosco,Avenida 5 #43-38,Cali,3.459937,-76.525757,Casa
980694,2025-01-21,367570000,179,4,1,San Bosco,  Avenida 63 #113-56 ,Cali,3.480794,-76.552913,Casa
206856,2025-01-22,340793000,"",3,4,Granada,Carrera 12 #119-27,  Cali ,3.410715,-76.530387,Apartamento
533001,2025-01-22,467228000,165,3,3,  San Fernando ,Carrera 70 #104-53,Santiago de Cali,3.413694,-76.516602,Apartamento
146319,2025-01-22,513873000,79,4,4,Granada,Calle 106 #9-3,Cali,3.42582,-76.452694,  Apartamento 
411928,2025-01-22,,82,5,4,Centenario,Carrera 70 #69-45,Santiago de Cali,3.402334,-76.489078,Casa
232702,2025-01-23,887971000,102,2,4,  Pance ,Calle 30 #96-51,Cali,3.437863,-76.520081,Casa
234387,2025-01-23,446352000,94,5,2,San Cayetano,Carrera 25 #107-52,Santiago de Cali,3.388687,-76.561918,Casa
870381,2025-01-24,345611000,72,2,1,Centenario,Avenida 51 #107-24,  Cali ,3.477849,-76.48536,Apartaestudio
100384,2025-01-24,248695000,96,2,3,  Granada ,Transversal 27 #112-12,  Cali ,3.414332,-76.450277,  Casa 
379110,2025-01-24,220698000,62,3,1,Tequendama,  Transversal 52 #25-33 ,Cali,3.43532,-76.542095,  Apartaestudio 
321212,2025-01-24,317536000,49,2,3,Tequendama,  Calle 4 #28-51 ,Cali,3.41856,-76.521721,Casa
493994,2025-01-24,289498000,77,5,1,Centenario,Avenida 9 #93-2,Cali,3.481183,-76.475211,Casa
779826,2025-01-24,314852000,72,2,1,Tequendama,Avenida 67 #97-46,Santiago de Cali,3.383729,-76.484674,  Casa 
864728,2025-01-24,375407000,136,2,1,  San Bosco ,Avenida 79 #84-12,Cali,3.381267,-76.528712,Apartaestudio
565616,2025-01-25,576928000,112,1,4,Centenario,Transversal 83 #35-13,Cali,3.429867,-76.455207,Casa
599705,2025-01-25,139717000,78,3,1,El Refugio,  Calle 2 #19-31 ,Cali,3.391419,-76.505177,Apartamento
413473,2025-01-25,459238000,36,3,3,Ciudad  Jardín,Transversal 1 #5-55,Cali,3.448888,-76.524609,""
431491,2025-01-25,577884000,80,2,1,San  Antonio,Carrera 3 #42-3,Cali,3.408908,-76.483269,Apartamento
599705,2025-01-25,139717000,78,3,1,El Refugio,  Calle 2 #19-31 ,Cali,3.391419,-76.505177,Apartamento
413473,2025-01-25,459238000,36,3,3,Ciudad  Jardín,Transversal 1 #5-55,Cali,3.448888,-76.524609,""
537799,2025-01-26,522918000,46,3,2,San Bosco,Transversal 113 #39-56,Cali,3.466303,-76.551368,Apartaestudio
915514,2025-01-26,"",63,3,1,San Antonio,Avenida 118 #28-29,Cali,3.473197,-76.548419,Casa
191524,2025-01-26,290102000,72,1,1,Santa Mónica,  Calle 65 #109-20 ,  Cali ,3.382208,-76.544802,Apartamento
672347,2025-01-26,579188000,42,6,3,  San Antonio ,Transversal 96 #7-18,  Cali ,3.418074,-76.475853,Apartamento
421468,2025-01-26,250240000,125,3,1,Tequendama,Calle 113 #21-39,Cali,3.489232,-76.555708,""
332402,2025-01-26,676437000,103,2,4,  Napoles ,Avenida 43 #103-38,  Cali ,3.414613,-76.468499,Apartaestudio
672347,2025-01-26,579188000,42,6,3,  San Antonio ,Transversal 96 #7-18,  Cali ,3.418074,-76.475853,Apartamento
965484,2025-01-27,228661000,116,4,2,  San  Antonio ,Calle 67 #47-59,Cali,3.445235,-76.475506,Apartamento
862853,2025-01-27,583129000,88,1,1,El Refugio,Transversal 84 #52-24,Cali,3.445709,-76.45369,  Apartamento 
541458,2025-01-27,722825000,50,4,1,Santa Mónica,Avenida 97 #107-42,Santiago de Cali,3.433837,-76.519383,Casa
216436,2025-01-27,196919000,193,4,3,San Fernando,Transversal 77 #84-29,Santiago de Cali,3.441784,-76.499577,Casa
959411,2025-01-27,438403000,83,5,1,Tequendama,  Calle 94 #66-28 ,Cali,3.401044,-76.539152,  Casa 
831137,2025-01-28,632702000,94,2,1,El Ingenio,Avenida 5 #61-25,Cali,3.391315,-76.472513,Apartamento
804959,2025-01-28,266987000,97,1,1,San  Antonio,Calle 111 #63-45,Santiago de Cali,3.418206,-76.528509,Apartamento
741543,2025-01-28,312244000,77,2,1,Granada,Avenida 97 #3-47,Cali,3.475313,-76.540468,  Apartamento 
313674,2025-01-28,720473000,96,1,1,San Bosco,  Carrera 29 #66-45 ,Santiago de Cali,3.392971,-76.556514,Apartamento
734078,2025-01-28,492292000,84,1,2,Ciudad  Jardín,  Calle 101 #38-41 ,  Cali ,3.420469,-76.556994,Casa
205263,2025-01-28,307949000,78,3,1,San Cayetano,Calle 57 #40-52,Cali,3.448544,-76.562149,Apartamento
603138,2025-01-28,277865000,81,3,2,Granada,Avenida 67 #56-38,  Cali ,3.390134,-76.473792,Casa
852705,2025-01-29,324237000,105,3,1,Granada,  Carrera 109 #95-19 ,Santiago de Cali,3.428642,-76.559382,Apartamento
385384,2025-01-29,412541000,83,5,1,Pance,Transversal 51 #101-14,Santiago de Cali,3.467255,-76.467413,Apartaestudio
317217,2025-01-29,641699000,110,2,2,"",Carrera 13 #49-53,Cali,3.42669,-76.50403,Apartaestudio
440547,2025-01-29,420289000,62,2,3,  El Ingenio ,  Avenida 76 #73-29 ,Cali,3.414213,-76.555898,Apartamento
986268,2025-01-29,403786000,116,5,2,  Pance ,Calle 72 #104-45,Cali,3.416993,-76.485629,Apartamento
440547,2025-01-29,420289000,62,2,3,  El Ingenio ,  Avenida 76 #73-29 ,Cali,3.414213,-76.555898,Apartamento
124471,2025-01-30,255581000,66,1,1,Pance,Carrera 34 #24-19,Cali,3.475815,-76.488845,Apartamento
675638,2025-01-30,334236000,142,4,3,Santa Mónica,Carrera 25 #8-3,Santiago de Cali,3.47882,-76.502053,Apartaestudio
707391,2025-01-30,293877000,88,2,1,"",Transversal 101 #93-41,Cali,3.39485,-76.482483,  Casa 
118222,2025-01-30,596123000,64,2,1,Tequendama,Calle 66 #83-31,Cali,3.463171,-76.452691,Apartaestudio
388968,2025-01-31,193200000,117,2,2,  San Cayetano ,  Carrera 118 #31-7 ,Santiago de Cali,3.385041,-76.453624,  Casa 
784780,2025-01-31,422357000,92,4,1,La Flora,Carrera 103 #48-34,Cali,3.457094,-76.456525,Apartamento
511558,2025-01-31,391172000,23,2,2,El Ingenio,Transversal 84 #67-15,Cali,3.425157,-76.566258,Apartaestudio
507834,2025-02-01,346606000,183,,5,San  Antonio,Calle 99 #87-59,Cali,3.448409,-76.500664,Apartamento
877598,2025-02-01,625238000,43,1,2,  San Fernando ,Transversal 53 #108-53,Cali,3.427017,-76.513925,Apartaestudio
742152,2025-02-01,286563000,91,4,1,Centenario,  Carrera 95 #108-31 ,Cali,3.417545,-76.54338,Casa
364387,2025-02-01,444883000,101,5,3,Centenario,  Transversal 93 #42-28 ,Cali,3.481693,-76.492216,Casa
543574,2025-02-01,611842000,93,3,2,  Granada ,Calle 119 #99-30,Cali,3.447972,-76.512085,Casa
500116,2025-02-01,223520000,78,4,1,San Fernando,Transversal 36 #50-17,Cali,3.397459,-76.545105,Apartamento
265742,2025-02-01,342887000,107,2,1,Santa Mónica,Calle 56 #88-35,Cali,3.45702,-76.477935,  Casa 
403803,2025-02-02,351568000,89,2,1,Santa Mónica,Transversal 22 #44-60,  Cali ,3.434182,-76.532105,Apartamento
826046,2025-02-02,279128000,64,3,1,  La Flora ,Avenida 108 #7-8,Cali,3.395411,-76.458358,Apartamento
790321,2025-02-03,212773000,134,4,2,Napoles,  Avenida 91 #30-42 ,Cali,3.431113,-76.498315,Casa
184079,2025-02-03,204871000,170,4,2,San  Antonio,Avenida 14 #51-26,Cali,3.431042,-76.554355,Apartaestudio
314198,2025-02-03,353779000,73,1,1,Napoles,Avenida 87 #81-49,Cali,3.415772,-76.461508,Casa
414848,2025-02-03,301894000,132,6,3,Ciudad  Jardín,Carrera 45 #87-16,"",3.465698,-76.56467,Apartamento
314198,2025-02-03,353779000,73,1,1,Napoles,Avenida 87 #81-49,Cali,3.415772,-76.461508,Casa
892972,2025-02-04,671196000,107,2,3,Tequendama,Transversal 34 #109-51,Cali,3.478641,-76.559229,Casa
361997,2025-02-04,427463000,132,3,1,Tequendama,Carrera 35 #58-25,  Cali ,3.468708,-76.55507,Apartaestudio
817021,2025-02-04,257645000,93,2,3,Granada,,Cali,3.401632,-76.514785,Apartaestudio
892972,2025-02-04,671196000,107,2,3,Tequendama,Transversal 34 #109-51,Cali,3.478641,-76.559229,Casa
518656,2025-02-05,663895000,156,3,1,San  Antonio,Carrera 54 #91-24,Cali,3.409427,-76.495261,Apartamento
175364,2025-02-05,295958000,112,5,2,San Judas,Calle 29 #54-33,Cali,3.398207,-76.489798,Apartaestudio
680459,2025-02-05,280999000,62,3,1,San Antonio,Transversal 61 #26-57,Cali,3.474612,-76.498168,Casa
711858,2025-02-05,"",90,3,3,Ciudad  Jardín,Transversal 47 #114-36,Cali,3.427147,-76.521607,Apartamento
353898,2025-02-05,594693000,42,"",1,Ciudad  Jardín,Transversal 98 #80-53,Cali,3.40979,-76.538458,Apartaestudio
929694,2025-02-05,,66,1,2,San Cayetano,Carrera 61 #53-15,Cali,3.469614,-76.458262,Casa
288272,2025-02-06,297418000,134,4,2,  San Judas ,,Cali,3.47398,-76.54603,  Apartamento 
921177,2025-02-06,396374000,119,3,2,  San Judas ,  Calle 107 #75-18 ,Cali,3.420243,-76.462692,  Casa 
909163,2025-02-06,579636000,80,2,2,  San Cayetano ,Transversal 111 #98-48,Santiago de Cali,3.483292,-76.487997,Casa
474520,2025-02-07,472194000,55,5,3,  San Judas ,Calle 104 #64-51,Cali,3.468736,-76.530954,Apartaestudio
167242,2025-02-07,165549000,72,1,2,San Judas,Carrera 5 #29-39,Cali,3.402376,-76.505368,Casa
755145,2025-02-07,208995000,45,4,2,El Refugio,Calle 3 #32-24,Cali,3.461262,-76.546961,Apartaestudio
925289,2025-02-07,421065000,46,3,2,San Judas,Avenida 16 #119-28,Cali,3.38679,-76.483971,Casa
419346,2025-02-07,369529000,85,4,5,Ciudad  Jardín,Carrera 7 #81-55,Cali,3.464226,-76.536018,Casa
925289,2025-02-07,421065000,46,3,2,San Judas,Avenida 16 #119-28,Cali,3.38679,-76.483971,Casa
248948,2025-02-08,367513000,163,1,1,El Refugio,Transversal 111 #7-11,Cali,3.484992,-76.471531,Apartamento
584453,2025-02-08,744287000,48,6,2,La Flora,Carrera 34 #46-12,Cali,3.415413,-76.510107,
692333,2025-02-08,570041000,41,4,4,Napoles,  Avenida 31 #18-57 ,Santiago de Cali,3.402543,-76.558406,Apartaestudio
981527,2025-02-08,558883000,82,3,4,San Bosco,Avenida 103 #69-13,Santiago de Cali,3.397302,-76.53161,Apartaestudio
958606,2025-02-08,404192000,60,3,2,San Judas,Transversal 118 #29-2,Cali,3.397706,-76.533326,Apartaestudio
858998,2025-02-09,201282000,52,4,4,  La Flora ,Carrera 40 #82-18,"",3.436653,-76.457691,Casa
590968,2025-02-09,453591000,123,4,5,La Flora,Transversal 51 #118-20,Cali,3.436516,-76.487435,Apartamento
936500,2025-02-09,374856000,70,4,2,Centenario,Transversal 49 #120-27,Santiago de Cali,3.435845,-76.482634,Casa
358397,2025-02-09,180316000,72,2,1,San Judas,Carrera 105 #8-26,  Cali ,3.438013,-76.513502,Casa
171934,2025-02-09,299098000,36,4,4,Tequendama,Transversal 52 #93-25,Cali,3.471259,-76.468677,Casa
406237,2025-02-09,586412000,99,1,4,San Cayetano,"","",3.466388,-76.471989,  Casa 
909254,2025-02-10,515758000,188,3,4,Centenario,Calle 51 #96-35,Cali,3.396183,-76.543625,  Apartamento 
772137,2025-02-10,412713000,84,5,1,La Flora,Calle 78 #53-12,Santiago de Cali,3.417124,-76.520104,Apartaestudio
486111,2025-02-10,880513000,98,3,1,Granada,  Transversal 56 #43-54 ,Santiago de Cali,3.380405,-76.493209,Casa
496453,2025-02-10,701690000,66,4,2,San  Antonio,Avenida 101 #41-9,Santiago de Cali,3.444758,-76.518824,  Casa 
218036,2025-02-10,503220000,115,2,1,Santa Mónica,Calle 42 #94-38,Cali,3.447492,-76.552172,Apartaestudio
879279,2025-02-11,271454000,93,3,2,Granada,Carrera 117 #23-28,Cali,3.438418,-76.453917,Apartaestudio
701324,2025-02-11,361076000,30,6,1,El Ingenio,Carrera 22 #14-37,Cali,3.477018,-76.56782,Apartaestudio
525324,2025-02-11,354104000,49,2,5,Tequendama,Carrera 51 #48-56,Cali,3.484841,-76.506663,Casa
837372,2025-02-11,239934000,81,3,1,San Judas,Carrera 31 #93-3,Cali,3.45429,-76.452337,Casa
735900,2025-02-11,352464000,66,6,1,San Fernando,Carrera 46 #35-22,Santiago de Cali,3.42765,-76.485139,Casa
